№ п/п,field,well,Куст,date,q_oil,watercut,p_oil,freq,Tраб(ТМ)
2248,Месторождение,1994,35Б,20.02.2024,0,0,0.0,0,0.0
2249,Месторождение,1994,35Б,21.02.2024,0,0,0.0,0,0.0
2250,Месторождение,1994,35Б,22.02.2024,0,0,0.0,0,0.0
2251,Месторождение,1994,35Б,23.02.2024,0,0,0.0,0,0.0
2252,Месторождение,1994,35Б,24.02.2024,107,100,35.5,47,23.8
2253,Месторождение,1994,35Б,25.02.2024,119,96,18.0,47,24.0
2254,Месторождение,1994,35Б,26.02.2024,110,96,13.5,47,24.0
2255,Месторождение,1994,35Б,27.02.2024,78,96,12.2,47,17.3
2256,Месторождение,1994,35Б,28.02.2024,71,96,25.0,46,14.9
2257,Месторождение,1994,35Б,29.02.2024,73,96,24.9,46,15.5
2258,Месторождение,1994,35Б,01.03.2024,76,96,19.9,50,14.1
2259,Месторождение,1994,35Б,02.03.2024,74,94,21.9,50,12.8
2260,Месторождение,1994,35Б,03.03.2024,78,94,20.8,50,13.6
2261,Месторождение,1994,35Б,04.03.2024,78,94,20.3,50,13.6
2262,Месторождение,1994,35Б,05.03.2024,70,94,20.2,50,12.6
2263,Месторождение,1994,35Б,06.03.2024,69,94,22.5,50,12.5
2264,Месторождение,1994,35Б,07.03.2024,69,94,21.8,50,12.8
2265,Месторождение,1994,35Б,08.03.2024,69,94,21.5,50,12.8
2266,Месторождение,1994,35Б,09.03.2024,69,94,21.7,50,12.8
2267,Месторождение,1994,35Б,10.03.2024,69,94,21.8,50,12.8
2268,Месторождение,1994,35Б,11.03.2024,69,94,21.7,50,12.8
2269,Месторождение,1994,35Б,12.03.2024,68,96,21.7,50,12.8
2270,Месторождение,1994,35Б,13.03.2024,71,96,21.3,50,12.8
2271,Месторождение,1994,35Б,14.03.2024,73,96,21.5,50,12.8
2272,Месторождение,1994,35Б,15.03.2024,71,96,21.2,50,12.8
2273,Месторождение,1994,35Б,16.03.2024,68,96,21.1,50,12.8
2274,Месторождение,1994,35Б,17.03.2024,68,96,21.2,50,11.2
2275,Месторождение,1994,35Б,18.03.2024,68,96,21.2,50,12.8
2276,Месторождение,1994,35Б,19.03.2024,69,96,21.3,50,12.8
2277,Месторождение,1994,35Б,20.03.2024,67,96,21.1,50,12.8
2278,Месторождение,1994,35Б,21.03.2024,68,96,20.7,50,12.8
2279,Месторождение,1994,35Б,22.03.2024,68,96,21.0,50,12.8
2280,Месторождение,1994,35Б,23.03.2024,70,96,20.9,50,10.1
2281,Месторождение,1994,35Б,24.03.2024,69,96,21.1,50,12.8
2282,Месторождение,1994,35Б,25.03.2024,68,96,21.4,50,12.8
2283,Месторождение,1994,35Б,26.03.2024,68,96,21.6,50,12.8
2284,Месторождение,1994,35Б,27.03.2024,67,96,21.9,50,12.8
2285,Месторождение,1994,35Б,28.03.2024,69,96,22.1,50,12.8
2286,Месторождение,1994,35Б,29.03.2024,70,96,22.8,50,12.8
2287,Месторождение,1994,35Б,30.03.2024,69,96,23.0,50,12.8
2288,Месторождение,1994,35Б,31.03.2024,69,96,23.0,50,12.8
2289,Месторождение,1994,35Б,01.04.2024,69,96,23.4,50,12.8
2290,Месторождение,1994,35Б,02.04.2024,69,78,23.5,50,12.8
2291,Месторождение,1994,35Б,03.04.2024,69,78,24.1,50,12.8
2292,Месторождение,1994,35Б,04.04.2024,69,78,24.0,50,12.8
2293,Месторождение,1994,35Б,05.04.2024,70,78,24.3,50,12.8
2294,Месторождение,1994,35Б,06.04.2024,69,78,24.7,50,12.8
2295,Месторождение,1994,35Б,07.04.2024,70,78,24.8,50,12.8
2296,Месторождение,1994,35Б,08.04.2024,70,78,25.0,50,13.3
2297,Месторождение,1994,35Б,09.04.2024,70,78,25.2,50,12.8
2298,Месторождение,1994,35Б,10.04.2024,69,78,25.3,50,12.8
2299,Месторождение,1994,35Б,11.04.2024,70,78,25.7,50,12.8
2300,Месторождение,1994,35Б,12.04.2024,71,78,25.8,50,12.8
2301,Месторождение,1994,35Б,13.04.2024,71,78,26.3,50,12.8
2302,Месторождение,1994,35Б,14.04.2024,71,78,24.0,50,13.8
2303,Месторождение,1994,35Б,15.04.2024,71,78,26.1,50,12.8
2304,Месторождение,1994,35Б,16.04.2024,74,78,26.5,50,12.8
2305,Месторождение,1994,35Б,17.04.2024,70,78,26.7,50,12.8
2306,Месторождение,1994,35Б,18.04.2024,72,78,26.6,50,12.9
2307,Месторождение,1994,35Б,19.04.2024,73,78,26.3,50,13.2
2308,Месторождение,1994,35Б,20.04.2024,73,78,26.3,50,13.2
2309,Месторождение,1994,35Б,21.04.2024,72,78,26.3,50,13.2
2310,Месторождение,1994,35Б,22.04.2024,72,78,26.5,50,13.2
2311,Месторождение,1994,35Б,23.04.2024,72,78,26.9,50,13.2
2312,Месторождение,1994,35Б,24.04.2024,72,78,26.8,50,13.2
2313,Месторождение,1994,35Б,25.04.2024,73,78,27.1,50,13.2
2314,Месторождение,1994,35Б,26.04.2024,73,78,26.9,50,13.2
2315,Месторождение,1994,35Б,27.04.2024,73,78,27.2,50,13.2
2316,Месторождение,1994,35Б,28.04.2024,74,78,27.4,50,13.2
2317,Месторождение,1994,35Б,29.04.2024,74,78,27.6,50,13.2
2318,Месторождение,1994,35Б,30.04.2024,74,78,27.8,50,13.2
2319,Месторождение,1994,35Б,01.05.2024,73,78,28.4,50,13.2
2320,Месторождение,1994,35Б,02.05.2024,74,97,28.1,50,13.6
2321,Месторождение,1994,35Б,03.05.2024,74,97,28.7,50,13.2
2322,Месторождение,1994,35Б,04.05.2024,74,97,28.6,50,13.2
2323,Месторождение,1994,35Б,05.05.2024,74,97,29.2,50,13.2
2324,Месторождение,1994,35Б,06.05.2024,77,97,28.2,50,12.7
2325,Месторождение,1994,35Б,07.05.2024,81,97,24.9,50,14.8
2326,Месторождение,1994,35Б,08.05.2024,83,97,24.0,50,15.2
2327,Месторождение,1994,35Б,09.05.2024,83,97,23.4,50,15.2
2328,Месторождение,1994,35Б,10.05.2024,82,97,23.0,50,15.2
2329,Месторождение,1994,35Б,11.05.2024,83,97,22.9,50,15.2
2330,Месторождение,1994,35Б,12.05.2024,83,97,22.7,50,15.2
2331,Месторождение,1994,35Б,13.05.2024,82,97,22.9,50,15.2
2332,Месторождение,1994,35Б,14.05.2024,82,97,22.8,50,15.2
2333,Месторождение,1994,35Б,15.05.2024,83,97,23.0,50,15.2
2334,Месторождение,1994,35Б,16.05.2024,83,97,22.9,50,15.2
2335,Месторождение,1994,35Б,17.05.2024,83,97,22.8,50,15.2
2336,Месторождение,1994,35Б,18.05.2024,82,97,22.9,50,15.2
2337,Месторождение,1994,35Б,19.05.2024,83,97,23.1,50,15.9
2338,Месторождение,1994,35Б,20.05.2024,82,97,23.1,50,15.2
2339,Месторождение,1994,35Б,21.05.2024,83,97,23.2,50,15.2
2340,Месторождение,1994,35Б,22.05.2024,85,97,23.6,50,15.2
2341,Месторождение,1994,35Б,23.05.2024,81,97,23.4,50,14.1
2342,Месторождение,1994,35Б,24.05.2024,83,97,24.6,50,15.2
2343,Месторождение,1994,35Б,25.05.2024,83,97,24.2,50,15.2
2344,Месторождение,1994,35Б,26.05.2024,83,97,24.3,50,15.2
2345,Месторождение,1994,35Б,27.05.2024,85,97,24.4,50,15.2
2346,Месторождение,1994,35Б,28.05.2024,83,97,24.4,50,15.2
2347,Месторождение,1994,35Б,29.05.2024,83,97,24.6,50,15.2
2348,Месторождение,1994,35Б,30.05.2024,84,97,24.6,50,15.2
2349,Месторождение,1994,35Б,31.05.2024,83,97,24.7,50,15.2
2350,Месторождение,1994,35Б,01.06.2024,83,97,25.1,50,15.2
2351,Месторождение,1994,35Б,02.06.2024,84,97,25.3,50,15.2
2352,Месторождение,1994,35Б,03.06.2024,84,97,25.2,50,15.2
2353,Месторождение,1994,35Б,04.06.2024,84,97,25.6,50,15.2
2354,Месторождение,1994,35Б,05.06.2024,83,97,25.5,50,0.7
2355,Месторождение,1994,35Б,06.06.2024,82,97,25.8,50,0.0
2356,Месторождение,1994,35Б,07.06.2024,82,97,26.1,50,0.0
2357,Месторождение,1994,35Б,08.06.2024,83,97,26.0,50,0.0
2358,Месторождение,1994,35Б,09.06.2024,84,97,26.3,50,0.0
